Memory Length,4000,
Trigger Level,-3.99999e+02,
Source,CH1,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,1.00000e+00,
Vertical Position,0.00000e+00,
Horizontal Units,S,
Horizontal Scale,5.00000e-05,
Horizontal Position,2.0000000e-05,
Horizontal Mode,Main,
Sampling Period,2.00000e-07,
Firmware,V1.09,
Time, ,
Mode,Fast,
Waveform Data,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-70,
-70,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-73,
-73,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
16,
21,
46,
47,
47,
55,
55,
61,
61,
68,
68,
73,
73,
75,
75,
78,
78,
80,
80,
81,
81,
83,
83,
83,
83,
84,
84,
85,
85,
85,
85,
85,
85,
85,
85,
85,
85,
85,
85,
86,
86,
85,
85,
85,
85,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
87,
87,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
87,
87,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
87,
87,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
85,
85,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
87,
87,
86,
86,
87,
87,
86,
86,
86,
86,
87,
87,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
85,
85,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
85,
85,
86,
86,
87,
87,
87,
87,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
85,
85,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
85,
85,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
87,
87,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
85,
85,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
85,
85,
86,
86,
87,
87,
87,
87,
86,
86,
87,
87,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
87,
87,
86,
86,
87,
87,
86,
86,
86,
86,
85,
85,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
87,
87,
88,
88,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
87,
87,
87,
87,
86,
86,
87,
87,
86,
86,
87,
87,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
87,
87,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
87,
87,
86,
86,
87,
87,
86,
86,
85,
85,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
85,
85,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
85,
85,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
85,
85,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
85,
85,
86,
86,
85,
85,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
87,
87,
86,
86,
86,
86,
73,
-34,
-34,
-34,
-42,
-42,
-48,
-48,
-53,
-53,
-57,
-57,
-61,
-61,
-62,
-62,
-65,
-65,
-67,
-67,
-67,
-67,
-68,
-68,
-70,
-70,
-70,
-70,
-69,
-69,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-73,
-73,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-69,
-69,
-72,
-72,
-71,
-71,
-69,
-69,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-73,
-73,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-70,
-70,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-70,
-70,
-71,
-71,
-69,
-69,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-70,
-70,
-72,
-72,
-71,
-71,
-70,
-70,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-70,
-70,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-72,
-72,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-71,
-71,
-72,
-72,
-71,
-71,
-71,
-71,
-71,
-71,
-72,
-72,
-54,
47,
46,
46,
54,
54,
62,
62,
69,
69,
73,
73,
76,
76,
77,
77,
80,
80,
81,
81,
82,
82,
83,
83,
84,
84,
84,
84,
85,
85,
85,
85,
85,
85,
86,
86,
87,
87,
86,
86,
86,
86,
87,
87,
87,
87,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
86,
